	HCA1	HCA2	HCA3	HCA4	HCA5	HCA6	HCA7	HCA8	HCA9	HCA10	HCA11	HCA12	HCA13	HCA14	HCA15	HCA16	HCA17	HCA18	HCA19	HCA20	HCA21	HCA22	HCA23	HCA24	HCA25	HCA26	HCA27	HCA28	HCA29	HCA30	HCA31	HCA32	HCA33	HCA34	HCA35	HCA36	HCA37	HCA38	HCA39	HCA40	HCA41	HCA42	HCA43	HCA44	HCA45	HCA46	HCA47	HCA48	HCA49	HCA50	HCA51	HCA52	HCA53	HCA54	HCA55	HCA56	HCA57	HCA58	HCA59	HCA60	HCA61	HCA62	HCA63	HCA64	HCA65	HCA66	HCA67	HCA68	HCA69	HCA70	HCA71	HCA72	HCA73	HCA74	HCA75	HCA76	HCA77	HCA78	HCA79	HCA80	HCA81	HCA82	HCA83	HCA84	HCA85	HCA86	HCA87	HCA88	HCA89	HCA90	HCA91	HCA92	HCA93	HCA94	HCA95	HCA96	HCA97	HCA98	HCA99	HCA100	HCA101	HCA102	HCA103	HCA104	HCA105	HCA106	HCA107	HCA108	HCA109	HCA110	HCA111	HCA112	HCA113	HCA114	HCA115	HCA116	HCA117	HCA118	HCA119	HCA120	HCA121	HCA122	HCA123	HCA124	HCA125	HCA126	HCA127	HCA128	HCA129	HCA130	HCA131	HCA132	HCA133	HCA134	HCA135	HCA136	HCA137	HCA138	HCA139	HCA140	HCA141	HCA142	HCA143	HCA144	HCA145	HCA146	HCA147	HCA148	HCA149	HCA150	HCA151	HCA152	HCA153	HCA154	HCA155	HCA156	HCA157	HCA158	HCA159	HCA160	HCA161	HCA162	HCA163	HCA164	HCA165	HCA166	HCA167	HCA168	HCA169	HCA170	HCA171	HCA172	HCA173	HCA174	HCA175	HCA176	HCA177	HCA178	HCA179	HCA180	HCA181	HCA182	HCA183	HCA184	HCA185	HCA186	HCA187	HCA188	HCA189	HCA190	HCA191	HCA192	HCA193	HCA194	HCA195	HCA196	HCA197	HCA198	HCA199	HCA200	HCA201	HCA202	HCA203	HCA204	HCA205	HCA206	HCA207	HCA208	HCA209	HCA210	HCA211	HCA212	HCA213	HCA214	HCA215	HCA216	HCA217	HCA218	HCA219	HCA220	HCA221	HCA222	HCA223	HCA224	HCA225	HCA226	HCA227	HCA228	HCA229	HCA230	HCA231	HCA232	HCA233	HCA234	HCA235	HCA236	HCA237
Flavonifractor	0.038417211	0	0	0	0	0	0	0.023840175	0.050021885	0.041243491	0.037391564	0.018917181	0.015814444	0.030477584	0.003181876	0.008822751	0.067730028	0.19530058	0.718400104	0.483623723	0.475463577	0.645148283	0.683298605	0.901837707	0	0	0.053700886	0	0.118503794	0.579581816	0	0	0.170857794	0.092321896	0.338325514	0	0.052440104	0	0	0.031869775	0.178362884	0	0	1.391907867	0	0.470934144	0.090567991	0	0.304776762	0.115106053	0.143139527	0	0	0.177773619	0	0	0.209122417	0.112944303	0	0.226335978	0.174768891	0.233906234	0.944733113	0.183407976	0.861944431	0.195861792	0.370863446	0.365965233	0.635073113	0.404385334	0.503461296	0.130091513	1.274543576	0	0.50555115	0.252646776	0.530491743	0.474120901	0.272603362	1.093048029	0.37800331	0.103005154	0.036492578	0.06242835	0.071198607	0.039101193	0.349806615	0.066045744	0.018215658	0.082099262	0.017536131	0.011663945	0.353816011	0.301287227	0.098937402	0.083263132	0.04065132	0.020013211	0.096362829	0.331713074	0.047861582	0.055108236	0.051521136	0.013195357	0.0610511	0.120019642	0.268276588	0.58360604	0.005826295	0.050085131	0.353045849	0.049483397	0.054673161	0.645044071	0.080154834	0.023322695	0.062294157	0.043506635	0	0.042401628	0.037318563	0.074136835	0	0	0	0.191092945	0.625057876	0	0	0.05624483	0.283723453	0	0	0.936215248	0	0	0	0	0	0	0	0	0	0.256398921	0	0	0.080974511	0.174318816	0	0.152203544	0.069026451	1.275829859	0.952791452	0.119365079	0.120330782	0.04564126	0.147250519	0.087287732	0.179195209	0.02792776	0	0.111310683	0	0.113641428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127689459	0.077410476	0.050600886	0	0.051835853	0.231306884	4.518142985	0.086107922	0.014983967	0	0.107299427	0	0.552733089	0.035772268	0.035845506	0.027328212	0	0.047058824	0.091395744	0.143110263	0	0	0	0	0.180167366	0.218292259	0	0	0	0.157577692	0.485495229	0	0.049060492	0.181111406	0.445113864	0	0	0	0	0.605237519	0	0	0.065390819	0.120305094	0.183056007	0	0.211673106	0.118714816	0.580259102	0.337374328	0	0.032084506	0.179119754	0	0	0	0.471509829	0.112545515	0
Microbacterium	0.076834422	0	0.118764846	0.071787509	0	0.02596054	0.042424814	0.066752491	0.025010942	0.046398928	0.074783129	0.022700617	0.010542963	0.100576026	0.047728141	0.035291004	0.074503031	0.146475435	0.280456497	0.10579269	0.182678111	0.084675712	0.041298267	0.164486123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156897355	6.731075486	0	0	0	0	0	0	0	0	0	0	0	0.061558399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032706403	0.002451931	0.030671582	0.008609899	0.057973342	0.002650081	0.021064485	0.002263617	0.001890587	0.000608143	0.005111175	0.011597007	0.598814773	0.155192355	0.060524924	0.019692392	0.001268702	0.032131837	1.652451567	0.010387718	0.015407495	0.004269647	0.002731658	0.017806999	0.006118829	0.309700842	0.01588221	0.067724408	0.172259609	0.035896708	0.00873407	0.000860581	0.099898553	0.006538423	0.00459861	0.002245266	0.010466481	0	0	0	0.23864239	0	0	0	0	0	0	0	0	0.195202647	0	0.095844844	0	0	0	0	0	0	0.902685027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024954062	0	0.104969405	0	0.024139429	0	0.08392687	0.123347608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060918914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733206089	0	0.215398356	0	0	0	0	0	0	0	0	0	0	0	0	0.157954489	6.759638349	0	0	0	0	0	0
[Eubacterium]_ventriosum_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145872109	0.091776481	0.041767356	0.14992178	0.282880024	0.122758648	0.229677322	0.281363787	0.030666783	0.43340001	0.124052689	0.041026288	0	1.160400201	0.271864152	0.514819445	0.038220618	0.070414706	0.379385101	0.27647485	0.077383409	0	0	0.068695473	0.086666378	0.24314537	0.255606298	0.737945139	0	0.051460785	0.045319617	1.531379525	0	0.172738346	0.323268289	0	0.022995907	0.08135869	0	0.038387716	0.154090625	0	0.10460251	0.167734065	0	0.053918045	0	0.0314014	0.142709512	0.290245672	0.143735131	0.228585178	0.101485377	0.029632556	0.095915998	0.101894308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.190994127	0.060808756	0.3307327	0.133561173	0.836687143	0.046759226	0.032841921	0.235383128	0.774988057	0.203722567	0.102437151	0.043778045	0.11579818	0.108482497	0.490500085	0	0	0.554881221	0.352281825	0.255986137	0.174680519	0	0.146940323	0	0	1.995317469	0	0	0	0.080974511	1.112958593	0	0.586097229	0	0.291618253	0	0	0.110089864	0.298742791	0.391058755	0.372956674	0.068048814	0.162911934	0.057810503	0.503427863	0.136591612	0.200543696	0	0	0	0.220597504	0.029595649	0	0.048626307	0	0	0	0	0.124995117	0	0.170648464	0.06384473	0.215029101	0.041113219	0	0.127429806	0	0.316856781	0.212399541	0.035961521	0.374961739	0.107299427	0.088707823	0.011760278	0.068792824	0	0.048583488	0.507157219	0	0	0.255554041	0.323381919	0.73836547	0	0.391375996	0.052153711	0	0.175622607	1.466573735	0.085312491	0.029919815	0	0.249988426	0.838934406	0.655976676	0.820538183	1.537952095	0.409664355	0	0.115579605	0.097428479	0.279798545	0.305359051	0.130781638	0.050528139	0.218021761	0.150084831	0	0.283383755	0.122902101	0.12370392	0.040861229	0.518288168	0.038382805	0.071420516	0.38110322	0.074729107	0	0.172128434	1.144723439
Enterocloster	1.26776796	0.656044986	0.475059382	1.148600144	0.470008953	1.142263759	0.41953427	0.200257474	0.181329332	0.283549002	0.366437332	0.181604934	0.24775962	0.155435677	0.098638157	0.164691351	0.267533611	0.231919439	2.4615451	1.886996135	2.312254448	2.931392512	2.601790843	2.47107313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463485297	0.413919662	0.277472606	0.347766192	0.580573609	0.462464105	0.571624456	1.049493044	0.773460237	0.926114429	0.137267526	1.43337662	1.10128863	0.290718092	1.060765634	0.778259177	0.552678216	0.62524534	0.350325101	0.936955381	1.17595979	0.304501962	0.523613796	0.693463115	0.377885728	0.489593981	0.581741261	2.052799189	0.991057314	0.75099319	0.517046432	0.562076628	0.772910197	0.857889331	0.84312298	1.073601768	0.677505407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiracea_incertae_sedis	0.038417211	0	0.118764846	0	0.223813787	0.02596054	0.028283209	0.066752491	0	0	0.059826503	0	0.021085925	0.039620859	0.019091256	0.008822751	0	0.018309429	0	0	0	0	0	0.018906451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447565867	0.150120698	0.191754981	0.268170705	0.696675884	1.133834582	0.557087559	1.001744871	1.780483018	0.973752272	0.131761012	1.50776146	0.586436872	0.265198315	0.954057286	0.536875391	0.684808221	0.501029428	0.478395226	0.547121551	1.401390026	0.374206433	0.560715929	0.103307524	0.497353812	0.301575933	0.188029632	2.717764991	0.28521747	1.346906924	0.616541171	0.446054687	0.692371829	0.064299516	0.649179295	1.425070017	0.418685803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barnesiella	0.537840953	0	0	0.358937545	0	0.06490135	0.056566418	0.100128737	0.025010942	0.015466309	0.018695782	0.026484053	0.005271481	0.033525342	0.003181876	0.011763668	0.054184022	0.061031431	1.143399564	0.801001792	1.391356573	1.032237253	1.74954478	1.888754443	0.571317591	0	0	0.304189119	0	0	0.384050604	0	0	0.456480484	0	0	0	0	0.424526329	0	0	0.200126005	0	0	0.20377631	0	0	0.10075336	0	0.490170719	0	0.151805857	0	0	0	0.012837912	0.140389874	0	0	0.238248398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008010321	0.699882163	0.005590614	0.032280538	0.143984247	0.000950029	0.47999795	0.222518274	0.0035411	0.170859135	0.0493892	0.0043175	0.003322101	0.00277607	0.00758141	0.380710761	0.229079967	0.126386195	0.003748147	0.004794332	0.003241766	0.206068393	0.205531295	0.004577981	0.004609701	1.238176279	1.534034642	0.002067921	0.0085362	0.480632804	0.003104278	0.135658831	0.013371434	0.005574232	0.213621456	0.008503943	0.264557573	1.473787253	0	0	0	0.508366871	0.136680814	0	0	0	0	1.323146528	0.043778045	0	0.233654608	0.445396629	0.508811119	0	0	0	0.157529931	1.264135331	0.207249113	0.521401147	0	0	0.160743614	0	0	0	0.073933249	0	0	0	0.668176045	0.852072084	0	0	0.117770552	0	0.08207406	0.163995133	0.260853786	0.04189164	0.572019716	0.21756179	0	0.229511119	0	0	0	0	0	0	0	0	0	0	0	0	0.124831478	0.192526472	0	0	0.262492094	0.010646226	0.062634989	0	0	0	0.116874944	0.095653505	0	0	0	0	0.137407773	0.531381897	0	0	0	0	0	0.143453863	0	0.121303671	0	0.230946882	0.168304998	0.174246384	0.503618901	0	0	0.655062266	0	0.925435109	0	0.012877589	0.027931661	0	0.189130263	0	1.836011405	1.033131457	1.301277301	0	0	0.304519946	0.142102225	0	0	0	0	0	0	0.202984626	0	0.179349857	0	0	0.570744879
Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39166815	0.058875478	0	0.595341561	0.609721134	0.120746212	0.077186641	0	0	0.179514797	0	0.129390602	0.032775065	0	0.037642729	0.507464882	0	0	0	0.143004233	0.082542303	0	0	0	0.030333232	0.300051733	0.572558108	0	0	0.086547683	0	0.09353336	0	0.10630052	0.046850477	0	0.022995907	0	0	1.279590531	0	0.552430695	0	0.498119345	0	0	0	0.017943657	0	0	0	0	0.512039856	0	0	0.565050252	0.007012646	0.175553475	0.102858078	0.08573037	0.146006934	0.003550108	0.132874453	0.124876208	0.020226282	0.064752716	0.00135545	0.032531862	0.240790768	0.17716679	0.038665192	0.067112728	0.243775762	0.048678422	0.000354554	0.107052378	0.166094987	0.005759059	0.017634751	0.02985786	0.060008429	0.020066891	0.039385914	0.085754093	0.072806106	0.016174801	0.371618902	0.030902675	0.013113298	0.237853975	0.052429496	0.022228129	0.094543669	0	0	0	0.03830063	0.254183436	0	0.025543716	0.042032701	0	0.060190758	0.396943958	0	0.082712986	0	0.101482776	0	0.333781088	0	0	0	0	0	0.10902024	0	0.571895425	0.258587553	0	0.339565356	0	0.271088579	0	0.079006772	0.122671513	0.066265393	0.020504408	0.029491164	0	0	0	0.065176459	0.224832037	0	0.02094582	0	0.156846872	0.121651905	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953712488	0.376301741	0	0.802775309	0.151802657	0	0.032397408	0.178508573	0.082148054	0.083237658	0.023974347	0.084175084	0	0	1.034904507	0.206378471	0.023897004	0	0.279086517	0.141176471	0	0.572441052	0.046866945	0	0	0.086972443	0.08771306	1.040842798	0	0	0.052288301	0.051861012	0	0.115735383	0	0	0	0.093822436	0.090777897	0	0.094565132	0	0.053294961	0.139956232	0	1.50140757	0.047306609	0.595989037	0	0.608892123	0.120887313	0	0.12887003	0.510884052	0	0	0	0.079711047	0	0.10592519	0.391275526
Duncaniella	0.883595851	0.398313027	0.166270784	0.287150036	0.223813787	0.15576324	0.344112379	0.643684738	0.794097418	0.40212404	0.695483099	0.366993303	0.353189246	0.612599433	0.407280132	0.214686939	0.43347218	0.707964602	11.70366535	9.27737116	11.03325743	11.84048709	11.94458523	12.62383725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009832164	0.001009619	0.004223678	0.0075567	0.00413873	5.00015E-05	0.009891498	0.002216458	0.000780242	0.423672736	0.00192022	0.001422432	0.000836677	0.004715975	0.001042444	0.220211161	0.003198186	0.005316464	0.006508606	0.002586416	0.001384125	0.005891451	0.003717129	0.024539324	0.002304851	0.003435365	0.00157347	6.46225E-05	0.001625943	0.001276958	0.000683993	0.000195587	0.007537565	0.000421834	0.002967707	0.001683949	0.00244395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	0.653092585	0.257731959	0.285035629	0.71787509	0.134288272	0.62305296	0.136702178	0.190721404	0.225098481	0.118575037	0.209392761	0.113503084	0.047443332	0.350492213	0.330915108	0.108813928	0.189644079	0.262435154	0.023730934	1.761772136	0.225219589	0.07459527	0.007508776	0.030250321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115673	4.80771E-05	9.2153E-05	2.633E-05	3.11183E-05	0.000400012	8.00931E-05	7.0738E-05	6.00186E-05	0.000173755	0	0.000451831	0.003912696	0.000468253	0.000252714	0.000105731	5.28626E-05	0	0.003368267	2.10278E-05	0.000947033	9.92941E-05	6.91559E-05	0.000134646	0.000137193	0.000109059	0.000491709	0.001163205	0.00027099	0.005107832	0.00021046	0.000352056	0.00072278	0	2.67361E-05	0.000589382	5.31293E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025610927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019153419	0	0.098039216	0	0.030237581	0	0	0	0	0	0.018394187	0	0.59036598	0.027517129	0.056755384	2.996993897	1.992617711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174794051	0.180089699	0.020883678	0.056492265	0	0	0.160021085	0.16550811	0.210286515	0.38980356	0.200739805	0.041026288	0.127822752	0.292384303	0.079467983	0.044127381	0.116785221	0.18159582	0	0	0.14444903	0	0	0.231274759	0.049110947	0.307811692	0.03408084	0.225600371	0	0	0.061181482	0.022007849	0.112604378	0	0	0.328782789	0	0.076273772	0	1.761569631	0	0	0	0	0	0.031452193	1.060173307	0	0	0.06737846	2.552537669	0	0.05535566	0	0	0.152841462	0.418618821	1.540942686	0.182524325	0.167827204	0.175475938	0.013200403	0.206960571	0.450766329	0.105062632	0.186873559	0.068224304	0.037552212	0.128577595	0.137666322	0.078878255	1.468629491	0.180182085	0.624837502	0.277413515	0.120278845	0.092372124	0.200574119	0.223045024	0.116873158	0.166388255	0.282572368	0.09367062	0.059969705	0.124791112	0.075340522	0.252656657	0.160028916	0.264485935	0.087681159	0.169105846	0.009879168	0.137365921	0.696106156	0	0.924355495	0	0.354797712	0.043162362	0.259086265	0	0.42465099	0.115751458	0.281702164	0.470613987	0	0.258689031	0.191689688	0.380574171	0.541376643	0.351135772	0	0	0.197664797	0	0.161160355	0	0.085999312	0.03843869	0.234295566	0.131831256	0	0	0.09118215	0	0.077237619	0.024849522	0.289339986	0	0	0.038403441	0	0.115869261	0.087287732	0.390146532	0.016291193	0.182559484	0.063244706	0	0.060163109	0	0.010291772	0	0.006302786	0.066590211	0.011511454	0	0	0.027985727	0.013705201	0	0	0	0.2669117	0	0	0.018975332	0	0.004319654	0	0.046941745	0.005740528	0.005993587	0.011478421	0	0	0	0	0	0.01518234	0.039012094	0	0	0.034073872	0	0.225728872	0	0.679758308	0	0.088582366	0.117081738	0.545972004	0.632963646	0.057844975	0	0.129623629	0.08585586	0.492534676	0.645190297	0.022075867	0.211815092	0	0.354619244	0	0.42369494	0.106875668	0.353110423	0	0.300294124	0.056553704	0.113977826	0	0	0.200175435	0.040861229	0.0444247	0.117280792	0.184189753	0	0.139494333	0	0	0.17461883
UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174894803	0.850264029	0.091256736	0	0	0.065891035	0.260084173	0.065714536	0.066676925	0	0	0.134377765	0	0.127567025	0.120124537	0.269667693	0.166771671	0.169984233	0.938107768	0.134131242	0.391199262	0.226419977	0.199216872	0.231110341	0.16683911	0.180628451	0.187648907	0	0.552033871	0.19034239	0.203572608	0.043871836	0.345476691	0.23190986	0.17392133	0.027595088	4.286585986	0.13646145	0.055448923	0.298550585	0	0.32807151	0.081325607	0	0	0.062932662	0	0	0.865554058	0.317208565	0.469201155	0.304456131	0.074081391	0.141349891	0.546524015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125734174	0	1.030359566	0.13454324	0.736072866	0.043162362	0.171507809	0.025219621	0	0.259283267	0.699987195	0.262668272	0	0.095965286	0.569431133	0.277157276	0	0.242760534	0	0	0	0.198038042	0	0.167195551	0	0	1.047699041	0.119846596	0	0.084495142	0.040227419	0	0.088596093	0.256778397	0.061513225	0	0	0.227860416	0	0.060348573	0	0.240439142	0	0.088237084	0	0.055490343	0.187174116	0.36809816	0.21098132	0	0.07563343	0.066590211	0	0	0	0	0	0	0	0.729015829	0.385052945	0	0.17202328	0.120177103	0.175662728	0.330453564	0	0.084495142	0.083237658	0.161826845	0.099479645	0	0.055853074	0.214037068	0.099061666	0.09260089	0.352230286	0.609188849	0.057918552	0.228489359	0.180591522	0.231991376	0.177207713	0	0.331868534	0.559467084	0.319529248	0	0.386246152	0.396290283	0	0.896483765	0.129623629	0.672128735	0.024295432	0	0.206041429	0.507425166	0.039819892	0.265307731	0	0	0.363886203	0.337852565	0	0.041136181	0.091355984	0.044406945	0	0	0	0	0.120933906	0.27081201	0.169153855	0.17075404	0.129530452	0.391677477	0.342050094	0
Kineothrix	1.383019593	1.686972821	3.420427553	0.861450108	2.126230976	1.635514019	2.059960404	0.386210843	0.531482524	0.381502294	1.091833682	0.245923348	0.954138113	0.408399622	0.146366298	0.208805105	0.463950693	0.415013732	4.278040256	4.117278753	4.669552814	4.852724743	5.132248315	4.199122741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03305342	0.086971447	0.575387814	0.408246124	0.533896201	0.128353915	0.94245551	0.209785428	0.764217366	0.733767586	0.029085693	0.083505141	0.564043454	0.074686321	0.313712433	1.597806294	0.448882551	1.016537117	0.171401741	0.365147228	0.163654556	0.291163452	0.112188137	0.052680441	0.282014922	0.430783811	0.094113158	0.16291339	0.170769161	0.669835414	0.362358683	1.11726861	0.093600039	0.07300737	0.639768187	0.178386345	0.125677466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium	0.038417211	0.046860356	0	0	0.022381379	0.03894081	0.075421891	0	0	0	0.123392163	0	0.079072219	0.042668617	0.03181876	0.017645502	0	0	0	0	0	0.002016088	0	0	0.063120074	0	0	0	0	0.026161679	0	0	0.026285814	0	0	0	0	0	0	0	0.02760378	0	0	0	0	0	0	0	0	0.031039834	0	0	0	0	0	0	0	0	0.009370095	0	0	0	0	0	0	0	0	0.076242757	0	0	0	0	0	0.025914792	0	0	0	0	0	0	0.080363478	0.996589892	0.842017087	1.132188542	1.118328476	0.296459042	1.064917861	0.280594199	1.235333695	1.709141572	0.219611099	1.206557245	0.109161763	0.553006551	0.824383584	0.430113552	0.837026004	0.078304966	0.517396213	3.216302578	0.245682168	1.744266675	0.45881473	0.058806857	0.849008146	1.316453515	0.293796301	0.05318434	0.078903392	0.144934733	0.869460903	1.200471129	0.226178584	0.015728373	0.705886568	1.987873882	0.496095259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018173557	0	0	0	0	0	0	0	0	0	0	0	0.01517873	0	0	0	0	0	0	0	0	0.008104384	0.010896214	0	0.013705201	0	0.042967072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029871255	0	0	0	0	0	0.009373389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026192251	0	0	0	0.027720914	0	0	0	0	0	0.0630568
Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100344733	0.064070374	0.220770309	0.080392839	0	0	0.11295606	0.127677685	0	0.146176335	0	0	0.196650388	0.363196126	0.014638839	0	0	0	0.06158849	0	0.108336773	0.24667979	0.074395135	0.403013441	0.164666118	0.644076565	0.160179947	0.196082566	0	0.416364529	0.070245406	0.0146719	0.251531858	0	1.44767973	0.300192981	0	0	0	0.076775432	0	0	0	0	0	0	0	0	0	0	0	0	0.442845281	0	0	0.477050623	0.471654668	0.157380337	0.125082304	0.273410368	0.194022429	0.011750358	0.075327561	0.005446829	0.035170924	0.046508436	0.007200827	0.001639981	0.002313166	0.100206098	0.082226711	0.195655145	0.064307322	0.345832365	0.055411792	0.038775208	0.001639095	0.04186902	0.053647679	0.000841541	0.04546592	0.218418298	0.049416784	0.002584901	0.023982657	0.085981839	0.027307123	0.086723076	0.037997589	0.00093406	0.075181919	0.001347159	0.100733238	0.288231455	0	0.521540027	0	0.487184918	0	0.412348562	0	0.079622061	0.19446245	0.072559648	0.027361278	0	0.025034422	0.1409483	0.512947795	0	0.112710248	0	0	0.197664797	0	0	0	0	0	0.048627382	0	0	0	0	0	0.011358473	0.151858192	0.526279817	0	0.033015873	0.120330782	0	0.05793463	0	0.027219525	0	0.076066452	0.037946824	0	0.066847899	0	0.072042402	0	0.163872432	0.362546706	0.097847358	0.421427993	0.343230727	0.510739523	0.60988145	0.582698342	0.921838991	0.144804514	0.726349873	0	0.054474039	0.205566097	0	0.166306695	0	0.793315495	0.022962113	0.086907009	0	0	0	0	0.027517129	0.068703886	0.139677527	0	0	0.075075075	0.160147199	1.448188593	0.196194253	0	0.080106198	0.421970936	0.063273118	0	0.441424174	0.162368935	0	0.108154878	0	0.461168621	0.14798127	1.886113796	0.014717245	0.148968856	0	0.283695395	0	0	0.407145402	0	0	0.139863017	0.080480271	0.254599819	0	0	0	0	0	0	0	0.061867406	0.10462075	0.246981339	0	0.100244143
