name	group
Sample1085	PCOS-E
Sample1086	HC-E
Sample1087	PCOS-E
Sample1088	HC-E
Sample1089	PCOS-E
Sample109	PCOS-E
Sample1090	PCOS-E
Sample1091	PCOS-E
Sample1092	HC-E
Sample1093	PCOS-E
Sample1094	HC-E
Sample1095	HC-E
Sample1096	HC-E
Sample1097	HC-E
Sample1098	PCOS-E
Sample1099	HC-E
Sample11	HC-E
Sample110	HC-E
Sample1100	HC-E
Sample1101	HC-E
Sample1102	PCOS-E
Sample1103	PCOS-E
Sample1104	PCOS-E
Sample1105	PCOS-E
Sample1106	HC-E
Sample1107	PCOS-E
Sample1108	HC-E
Sample1109	PCOS-E
Sample111	HC-E
Sample1110	HC-E
Sample1111	HC-E
Sample1112	HC-E
Sample1113	PCOS-E
Sample1114	HC-E
Sample1115	HC-E
Sample1116	HC-E
Sample1117	PCOS-E
Sample1118	HC-E
Sample1119	HC-E
Sample112	PCOS-E
Sample1120	HC-E
Sample1121	HC-E
Sample1122	PCOS-E
Sample1123	HC-E
Sample1124	HC-E
Sample1125	HC-E
Sample1126	PCOS-E
Sample1127	HC-E
Sample1128	PCOS-E
Sample1129	HC-E
Sample113	HC-E
Sample1130	HC-E
Sample1131	HC-E
Sample1132	HC-E
Sample1133	HC-E
Sample1134	HC-E
Sample1135	PCOS-E
Sample1136	HC-E
Sample1137	HC-E
Sample1138	PCOS-E
Sample1139	HC-E
Sample114	HC-E
Sample1140	HC-E
Sample1141	PCOS-E
Sample1142	HC-E
Sample1143	HC-E
Sample1144	HC-E
Sample1145	PCOS-E
Sample1146	PCOS-E
Sample1147	HC-E
Sample1148	PCOS-E
Sample1149	HC-E
Sample115	HC-E
Sample1150	PCOS-E
Sample1151	HC-E
Sample1152	HC-E
Sample1153	HC-E
Sample1154	HC-E
Sample1155	PCOS-E
Sample1156	PCOS-E
Sample1157	PCOS-E
Sample1158	HC-E
Sample1159	HC-E
Sample116	PCOS-E
Sample1160	PCOS-E
Sample1161	HC-E
Sample1162	HC-E
Sample1163	HC-E
Sample1164	HC-E
Sample1165	HC-E
Sample1166	HC-E
Sample1167	HC-E
Sample1168	HC-E
Sample1169	PCOS-E
Sample117	HC-E
Sample1170	PCOS-E
Sample1171	PCOS-E
Sample1172	HC-E
Sample1173	HC-E
Sample1174	PCOS-E
Sample1175	HC-E
Sample1176	HC-E
Sample1177	HC-E
Sample1178	PCOS-E
Sample1179	HC-E
Sample118	HC-E
Sample1180	HC-E
Sample1181	HC-E
Sample1182	HC-E
Sample1183	HC-E
Sample1184	HC-E
Sample1185	HC-E
Sample1186	PCOS-E
Sample1187	HC-E
Sample1188	PCOS-E
Sample1189	HC-E
Sample119	HC-E
Sample1190	HC-E
Sample1191	HC-E
Sample1192	HC-E
Sample1193	PCOS-E
Sample1194	HC-E
Sample1195	HC-E
Sample1196	PCOS-E
Sample1197	PCOS-E
Sample1198	HC-E
Sample1199	PCOS-E
Sample12	HC-E
Sample120	HC-E
Sample1200	HC-E
Sample1201	PCOS-E
Sample1202	PCOS-E
Sample1203	PCOS-E
Sample1204	HC-E
Sample1205	HC-E
Sample1206	HC-E
Sample1207	HC-E
Sample1208	HC-E
Sample1209	PCOS-E
Sample121	HC-E
Sample1210	PCOS-E
Sample1211	HC-E
Sample1212	PCOS-E
Sample1213	HC-E
Sample1214	PCOS-E
Sample1215	HC-E
Sample1216	HC-E
Sample1217	PCOS-E
Sample1218	PCOS-E
Sample1219	HC-E
Sample122	HC-E
Sample1220	HC-E
Sample1221	HC-E
Sample1222	PCOS-E
Sample1223	HC-E
Sample1224	HC-E
Sample1225	PCOS-E
Sample1226	HC-E
Sample1227	HC-E
Sample1228	HC-E
Sample1229	PCOS-E
Sample123	HC-E
Sample1230	HC-E
Sample1231	HC-E
Sample1232	HC-E
Sample1233	PCOS-E
Sample1234	PCOS-E
Sample1235	HC-E
Sample1236	HC-E
Sample1237	HC-E
Sample1238	HC-E
Sample1239	HC-E
Sample124	PCOS-E
Sample1240	PCOS-E
Sample1241	HC-E
Sample1242	HC-E
Sample1243	PCOS-E
Sample1244	HC-E
Sample1245	PCOS-E
Sample1246	HC-E
Sample1247	PCOS-E
Sample1248	PCOS-E
Sample1249	HC-E
Sample125	HC-E
Sample1250	HC-E
Sample1251	PCOS-E
Sample1252	PCOS-E
Sample1253	HC-E
Sample1254	HC-E
Sample1255	HC-E
Sample1256	HC-E
Sample1257	HC-E
Sample1258	HC-E
Sample1259	PCOS-E
Sample126	PCOS-E
Sample1260	HC-E
Sample1261	HC-E
Sample1262	HC-E
Sample1263	PCOS-E
Sample1264	HC-E
Sample1265	HC-E
Sample1266	HC-E
Sample1267	HC-E
Sample1268	HC-E
Sample1269	PCOS-E
Sample127	HC-E
Sample1270	HC-E
Sample1271	HC-E
Sample1272	HC-E
Sample1273	HC-E
Sample1274	HC-E
Sample1275	HC-E
Sample1276	HC-E
Sample1277	HC-E
Sample1278	HC-E
Sample1279	HC-E
Sample128	HC-E
Sample1280	HC-E
Sample1281	HC-E
Sample1282	PCOS-E
Sample1283	HC-E
Sample1284	HC-E
Sample1285	PCOS-E
Sample1286	PCOS-E
Sample1287	PCOS-E
Sample1288	HC-E
Sample1289	PCOS-E
Sample129	HC-E
Sample1290	HC-E
Sample1291	PCOS-E
Sample1292	HC-E
Sample1293	PCOS-E
Sample1294	HC-E
Sample1295	PCOS-E
Sample1296	HC-E
Sample1297	HC-E
Sample1298	HC-E
Sample1299	PCOS-E
Sample13	HC-E
Sample130	HC-E
Sample1300	PCOS-E
Sample1301	HC-E
Sample1302	HC-E
Sample1303	HC-E
Sample1304	HC-E
Sample1305	HC-E
Sample1306	HC-E
Sample1307	PCOS-E
Sample1308	HC-E
Sample1309	HC-E
Sample131	PCOS-E
Sample1310	HC-E
Sample1311	PCOS-E
Sample1312	HC-E
Sample1313	PCOS-E
Sample1314	HC-E
Sample1315	HC-E
Sample1316	HC-E
Sample1317	HC-E
Sample1318	PCOS-E
Sample1319	HC-E
Sample132	HC-E
Sample1320	HC-E
Sample1321	PCOS-E
Sample1322	PCOS-E
Sample1323	HC-E
Sample1324	PCOS-E
Sample1325	HC-E
Sample1326	PCOS-E
Sample1327	HC-E
Sample1328	HC-E
Sample1329	PCOS-E
Sample133	HC-E
Sample1330	PCOS-E
Sample1331	HC-E
Sample1332	HC-E
Sample1333	PCOS-E
Sample1334	HC-E
Sample1335	HC-E
Sample1336	HC-E
Sample1337	HC-E
Sample1338	PCOS-E
Sample1339	HC-E
Sample134	PCOS-E
Sample1340	HC-E
Sample1341	HC-E
Sample1342	PCOS-E
Sample1343	PCOS-E
Sample1344	HC-E
Sample1345	HC-E
Sample1346	HC-E
Sample1347	PCOS-E
Sample1348	HC-E
Sample1349	HC-E
Sample135	PCOS-E
Sample1350	HC-E
Sample1351	HC-E
Sample1352	HC-E
Sample1353	PCOS-E
Sample1354	PCOS-E
Sample1355	HC-E
Sample1356	PCOS-E
Sample1357	HC-E
Sample1358	HC-E
Sample1359	PCOS-E
Sample136	HC-E
Sample1360	HC-E
Sample1361	PCOS-E
Sample1362	PCOS-E
Sample1363	HC-E
Sample1364	HC-E
Sample1365	HC-E
Sample1366	PCOS-A
Sample1367	HC-A
Sample1368	HC-A
Sample1369	PCOS-A
Sample137	PCOS-E
Sample1370	PCOS-A
Sample1371	PCOS-A
Sample1372	PCOS-A
Sample1373	PCOS-A
Sample1374	HC-A
Sample1375	HC-A
Sample1376	HC-A
Sample1377	PCOS-A
Sample1378	PCOS-A
Sample1379	PCOS-A
Sample138	HC-E
Sample1380	HC-A
Sample1381	PCOS-A
Sample1382	HC-A
Sample1383	PCOS-A
Sample1384	PCOS-A
Sample1385	HC-A
Sample1386	PCOS-A
Sample1387	PCOS-A
Sample1388	HC-A
Sample1389	PCOS-A
Sample139	PCOS-E
Sample1390	HC-A
Sample1391	HC-A
Sample1392	PCOS-A
Sample1393	PCOS-A
Sample1394	PCOS-A
Sample1395	HC-A
Sample1396	HC-A
Sample1397	HC-A
Sample1398	PCOS-A
Sample1399	PCOS-A
Sample14	HC-E
Sample140	PCOS-E
Sample1400	HC-A
Sample1401	PCOS-A
Sample1402	HC-A
Sample1403	PCOS-A
Sample1404	HC-A
Sample1405	PCOS-A
Sample1406	PCOS-A
Sample1407	HC-A
Sample1408	PCOS-A
Sample1409	PCOS-A
Sample141	PCOS-E
Sample1410	HC-A
Sample1411	PCOS-A
Sample1412	PCOS-A
Sample1413	PCOS-A
Sample1414	PCOS-A
Sample1415	HC-A
Sample1416	PCOS-A
Sample1417	HC-A
Sample1418	PCOS-A
Sample1419	PCOS-A
Sample142	HC-E
Sample1420	HC-A
Sample1421	PCOS-A
Sample1422	PCOS-A
Sample1423	PCOS-A
Sample1424	HC-A
Sample1425	PCOS-A
Sample1426	PCOS-A
Sample1427	PCOS-A
Sample1428	HC-A
Sample1429	HC-A
Sample143	HC-E
Sample1430	HC-A
Sample1431	HC-A
Sample1432	HC-A
Sample1433	PCOS-A
Sample1434	PCOS-A
Sample1435	HC-A
Sample1436	PCOS-A
Sample1437	PCOS-A
Sample1438	HC-A
Sample1439	HC-A
Sample144	HC-E
Sample1440	HC-A
Sample1441	HC-A
Sample1442	HC-A
Sample1443	HC-A
Sample1444	HC-A
Sample1445	PCOS-A
Sample1446	HC-A
Sample1447	PCOS-A
Sample1448	HC-E
Sample1449	HC-E
Sample145	HC-E
Sample1450	HC-E
Sample1451	PCOS-E
Sample1452	PCOS-E
Sample1453	HC-E
Sample1454	PCOS-E
Sample1455	PCOS-E
Sample1456	PCOS-E
Sample1457	PCOS-E
Sample1458	PCOS-E
Sample1459	PCOS-E
Sample146	HC-E
Sample1460	PCOS-E
Sample1461	PCOS-E
Sample1462	PCOS-E
Sample1463	PCOS-E
Sample1464	HC-E
Sample1465	PCOS-E
Sample1466	PCOS-E
Sample1467	PCOS-E
Sample1468	PCOS-E
Sample1469	PCOS-E
Sample147	PCOS-E
Sample1470	PCOS-E
Sample1471	PCOS-E
Sample1472	PCOS-E
Sample1473	HC-E
Sample1474	HC-E
Sample1475	HC-E
Sample1476	HC-E
Sample1477	HC-E
Sample1478	HC-E
Sample1479	HC-E
Sample148	PCOS-E
Sample1480	HC-E
Sample1481	HC-E
Sample1482	HC-E
Sample1483	HC-E
Sample1484	HC-E
Sample1485	HC-E
Sample1486	HC-E
Sample1487	HC-E
Sample1488	HC-E
Sample1489	PCOS-E
Sample149	HC-E
Sample1490	PCOS-E
Sample1491	PCOS-E
Sample1492	HC-E
Sample1493	PCOS-E
Sample1494	PCOS-E
Sample1495	PCOS-E
Sample1496	HC-E
Sample1497	PCOS-E
Sample1498	PCOS-E
Sample1499	PCOS-E
Sample15	HC-E
Sample150	PCOS-E
Sample1500	PCOS-E
Sample1501	HC-E
Sample1502	HC-E
Sample1503	HC-E
Sample1504	HC-E
Sample1505	HC-E
Sample1506	HC-E
Sample1507	HC-E
Sample1508	HC-E
Sample1509	HC-A
Sample151	HC-E
Sample1510	HC-A
Sample1511	HC-A
Sample1512	HC-A
Sample1513	HC-A
Sample1514	HC-A
Sample1515	HC-A
Sample1516	HC-A
Sample1517	HC-A
Sample1518	HC-A
Sample1519	PCOS-A
Sample152	PCOS-E
Sample1520	PCOS-A
Sample1521	PCOS-A
Sample1522	HC-A
Sample1523	PCOS-A
Sample1524	PCOS-A
Sample1525	PCOS-A
Sample1526	PCOS-A
Sample1527	PCOS-A
Sample1528	PCOS-A
Sample1529	PCOS-A
Sample153	HC-E
Sample1530	PCOS-A
Sample1531	PCOS-A
Sample1532	PCOS-A
Sample1533	HC-A
Sample1534	PCOS-A
Sample1535	PCOS-A
Sample1536	PCOS-A
Sample1537	PCOS-A
Sample1538	PCOS-A
Sample1539	HC-A
Sample154	HC-E
Sample1540	HC-A
Sample1541	HC-A
Sample1542	PCOS-A
Sample1543	PCOS-A
Sample1544	PCOS-A
Sample1545	PCOS-A
Sample1546	PCOS-A
Sample1547	PCOS-A
Sample1548	PCOS-A
Sample1549	PCOS-A
Sample155	PCOS-E
Sample1550	PCOS-A
Sample1551	PCOS-A
Sample1552	PCOS-A
Sample1553	PCOS-A
Sample1554	PCOS-A
Sample1555	PCOS-A
Sample1556	PCOS-A
Sample1557	PCOS-A
Sample1558	PCOS-A
Sample1559	PCOS-A
Sample156	PCOS-E
Sample1560	PCOS-A
Sample1561	PCOS-A
Sample1562	PCOS-A
Sample1563	PCOS-A
Sample1564	PCOS-A
Sample1565	PCOS-A
Sample1566	PCOS-A
Sample1567	PCOS-A
Sample1568	PCOS-A
Sample1569	HC-A
Sample157	HC-E
Sample1570	HC-A
Sample1571	HC-A
Sample1572	HC-A
Sample1573	HC-A
Sample1574	HC-A
Sample1575	HC-A
Sample1576	PCOS-A
Sample1577	HC-A
Sample1578	HC-A
Sample1579	HC-A
Sample158	HC-E
Sample1580	HC-A
Sample1581	HC-A
Sample1582	HC-A
Sample1583	HC-A
Sample1584	HC-A
Sample1585	PCOS-A
Sample1586	PCOS-A
Sample1587	PCOS-A
Sample1588	PCOS-A
Sample1589	PCOS-A
Sample159	HC-E
Sample1590	HC-A
Sample1591	HC-A
Sample1592	HC-A
Sample1593	HC-A
Sample1594	HC-A
Sample1595	HC-A
Sample1596	PCOS-A
Sample1597	PCOS-A
Sample1598	PCOS-A
Sample1599	PCOS-A
Sample16	PCOS-E
Sample160	PCOS-E
Sample1600	HC-A
Sample1601	PCOS-A
Sample1602	PCOS-A
Sample1603	PCOS-A
Sample1604	PCOS-A
Sample1605	PCOS-A
Sample1606	PCOS-A
Sample1607	PCOS-A
Sample1608	PCOS-A
Sample1609	PCOS-A
Sample161	HC-E
Sample1610	PCOS-A
Sample1611	HC-A
Sample1612	PCOS-A
Sample1613	PCOS-A
Sample1614	PCOS-A
Sample1615	HC-A
Sample1616	HC-A
Sample1617	HC-A
Sample1618	HC-A
Sample1619	HC-A
Sample162	HC-E
Sample1620	HC-A
Sample1621	HC-A
Sample1622	HC-A
Sample1623	HC-A
Sample163	PCOS-E
Sample164	HC-E
Sample165	HC-E
Sample166	HC-E
Sample167	PCOS-E
Sample168	HC-E
Sample169	HC-E
Sample17	HC-E
Sample170	HC-E
Sample171	PCOS-E
Sample172	PCOS-E
Sample173	HC-E
Sample174	HC-E
Sample175	HC-E
Sample176	HC-E
Sample177	HC-E
Sample178	PCOS-E
Sample179	HC-E
Sample18	PCOS-E
Sample180	HC-E
Sample181	PCOS-E
Sample182	HC-E
Sample183	PCOS-E
Sample184	HC-E
Sample185	PCOS-E
Sample186	PCOS-E
Sample187	HC-E
Sample188	HC-E
Sample189	PCOS-E
Sample19	HC-E
Sample190	PCOS-E
Sample191	HC-E
Sample192	HC-E
Sample193	HC-E
Sample194	HC-E
Sample195	HC-E
Sample196	HC-E
Sample197	PCOS-E
Sample198	HC-E
Sample199	HC-E
Sample2	PCOS-E
Sample20	HC-E
Sample200	HC-E
Sample201	PCOS-E
Sample202	HC-E
Sample203	HC-E
Sample204	HC-E
Sample205	HC-E
Sample206	HC-E
Sample207	PCOS-E
Sample208	HC-E
Sample209	HC-E
Sample21	HC-E
Sample210	HC-E
Sample211	HC-E
Sample212	HC-E
Sample213	HC-E
Sample214	HC-E
Sample215	HC-E
Sample216	HC-E
Sample217	HC-E
Sample218	HC-E
Sample219	HC-E
Sample22	HC-E
Sample220	PCOS-E
Sample221	HC-E
Sample222	HC-E
Sample223	PCOS-E
Sample224	PCOS-E
Sample225	PCOS-E
Sample226	HC-E
Sample227	PCOS-E
Sample228	HC-E
Sample229	PCOS-E
Sample23	PCOS-E
Sample230	HC-E
Sample231	PCOS-E
Sample232	HC-E
Sample233	PCOS-E
Sample234	HC-E
Sample235	HC-E
Sample236	HC-E
Sample237	PCOS-E
Sample238	PCOS-E
Sample239	HC-E
Sample24	HC-E
Sample240	HC-E
Sample241	HC-E
Sample242	HC-E
Sample243	HC-E
Sample244	HC-E
Sample245	PCOS-E
Sample246	HC-E
Sample247	HC-E
Sample248	HC-E
Sample249	PCOS-E
Sample25	PCOS-E
Sample250	HC-E
Sample251	PCOS-E
Sample252	HC-E
Sample253	HC-E
Sample254	HC-E
Sample255	HC-E
Sample256	PCOS-E
Sample257	HC-E
Sample258	HC-E
Sample259	PCOS-E
Sample26	HC-E
Sample260	PCOS-E
Sample261	HC-E
Sample262	PCOS-E
Sample263	HC-E
Sample264	PCOS-E
Sample265	HC-E
Sample266	HC-E
Sample267	PCOS-E
Sample268	PCOS-E
Sample269	HC-E
Sample27	PCOS-E
Sample270	HC-E
Sample271	PCOS-E
Sample272	HC-E
Sample273	HC-E
Sample274	HC-E
Sample275	HC-E
Sample276	PCOS-E
Sample277	HC-E
Sample278	HC-E
Sample279	HC-E
Sample28	PCOS-E
Sample280	PCOS-E
Sample281	PCOS-E
Sample282	HC-E
Sample283	HC-E
Sample284	HC-E
Sample285	PCOS-E
Sample286	HC-E
Sample287	HC-E
Sample288	HC-E
Sample289	HC-E
Sample29	PCOS-E
Sample290	HC-E
Sample291	PCOS-E
Sample292	PCOS-E
Sample293	HC-E
Sample294	PCOS-E
Sample295	HC-E
Sample296	HC-E
Sample297	PCOS-E
Sample298	HC-E
Sample299	PCOS-E
Sample3	HC-E
Sample30	HC-E
Sample300	PCOS-E
Sample301	HC-E
Sample302	HC-E
Sample303	HC-E
Sample304	HC-E
Sample305	HC-E
Sample306	HC-E
Sample307	HC-E
Sample308	PCOS-E
Sample309	HC-E
Sample31	PCOS-E
Sample310	HC-E
Sample311	HC-E
Sample312	HC-E
Sample313	PCOS-E
Sample314	PCOS-E
Sample315	PCOS-E
Sample316	PCOS-E
Sample317	PCOS-E
Sample318	PCOS-E
Sample319	PCOS-E
Sample32	HC-E
Sample320	PCOS-E
Sample321	HC-E
Sample322	PCOS-E
Sample323	PCOS-E
Sample324	HC-E
Sample325	HC-E
Sample326	HC-E
Sample327	HC-E
Sample328	HC-E
Sample329	HC-E
Sample33	HC-E
Sample330	HC-E
Sample331	HC-E
Sample332	HC-E
Sample333	HC-E
Sample334	HC-E
Sample335	HC-E
Sample336	HC-E
Sample337	HC-E
Sample338	HC-E
Sample339	PCOS-E
Sample34	HC-E
Sample340	PCOS-E
Sample341	PCOS-E
Sample342	HC-E
Sample343	PCOS-E
Sample344	PCOS-E
Sample345	PCOS-E
Sample346	PCOS-E
Sample347	PCOS-E
Sample348	PCOS-E
Sample349	PCOS-E
Sample35	HC-E
Sample350	PCOS-E
Sample351	PCOS-E
Sample352	PCOS-E
Sample353	PCOS-E
Sample354	HC-E
Sample355	PCOS-E
Sample356	PCOS-E
Sample357	PCOS-E
Sample358	PCOS-E
Sample359	PCOS-E
Sample36	PCOS-E
Sample360	PCOS-E
Sample361	PCOS-E
Sample362	PCOS-E
Sample363	PCOS-E
Sample364	PCOS-E
Sample365	PCOS-E
Sample366	PCOS-E
Sample367	PCOS-E
Sample368	PCOS-E
Sample369	PCOS-E
Sample37	HC-E
Sample370	PCOS-E
Sample371	PCOS-E
Sample372	PCOS-E
Sample373	PCOS-E
Sample374	PCOS-E
Sample375	PCOS-E
Sample376	PCOS-E
Sample377	PCOS-E
Sample378	PCOS-E
Sample379	PCOS-E
Sample38	HC-E
Sample380	PCOS-E
Sample381	PCOS-E
Sample382	PCOS-E
Sample383	PCOS-E
Sample384	PCOS-E
Sample385	PCOS-E
Sample386	PCOS-E
Sample387	PCOS-E
Sample388	PCOS-E
Sample389	PCOS-E
Sample39	HC-E
Sample390	PCOS-E
Sample391	PCOS-E
Sample392	PCOS-E
Sample393	PCOS-E
Sample394	PCOS-E
Sample395	PCOS-E
Sample396	PCOS-E
Sample397	PCOS-E
Sample398	PCOS-E
Sample399	PCOS-E
Sample4	HC-E
Sample40	PCOS-E
Sample400	PCOS-E
Sample401	PCOS-E
Sample402	PCOS-E
Sample403	PCOS-E
Sample404	PCOS-E
Sample405	PCOS-E
Sample406	PCOS-E
Sample407	PCOS-E
Sample408	PCOS-E
Sample409	PCOS-E
Sample41	PCOS-E
Sample410	PCOS-E
Sample411	PCOS-E
Sample412	PCOS-E
Sample413	PCOS-E
Sample414	PCOS-E
Sample415	PCOS-E
Sample416	PCOS-E
Sample417	PCOS-E
Sample418	PCOS-E
Sample419	HC-E
Sample42	PCOS-E
Sample420	HC-E
Sample421	HC-E
Sample422	HC-E
Sample423	HC-E
Sample424	HC-E
Sample425	HC-E
Sample426	HC-E
Sample427	HC-E
Sample428	HC-E
Sample429	HC-E
Sample43	PCOS-E
Sample430	HC-E
Sample431	HC-E
Sample432	HC-E
Sample433	HC-E
Sample434	HC-E
Sample435	HC-E
Sample436	HC-E
Sample437	HC-E
Sample438	HC-E
Sample439	HC-E
Sample44	HC-E
Sample440	HC-E
Sample441	HC-E
Sample442	HC-E
Sample443	HC-E
Sample444	HC-E
Sample445	HC-E
Sample446	PCOS-E
Sample447	HC-E
Sample448	HC-E
Sample449	HC-E
Sample45	PCOS-E
Sample450	HC-E
Sample451	HC-E
Sample452	HC-E
Sample453	HC-E
Sample454	HC-E
Sample455	HC-E
Sample456	HC-E
Sample457	HC-E
Sample458	PCOS-E
Sample459	HC-E
Sample46	HC-E
Sample460	PCOS-E
Sample461	HC-E
Sample462	PCOS-E
Sample463	PCOS-E
Sample464	PCOS-E
Sample465	HC-E
Sample466	HC-E
Sample467	HC-E
Sample468	HC-E
Sample469	PCOS-E
Sample47	PCOS-E
Sample470	PCOS-E
Sample471	HC-E
Sample472	HC-E
Sample473	HC-E
Sample474	HC-E
Sample475	PCOS-E
Sample476	PCOS-A
Sample477	PCOS-A
Sample478	HC-A
Sample479	HC-A
Sample48	HC-E
Sample480	PCOS-A
Sample481	HC-A
Sample482	HC-A
Sample483	HC-A
Sample484	HC-A
Sample485	PCOS-A
Sample486	HC-A
Sample487	HC-A
Sample488	HC-A
Sample489	HC-A
Sample49	HC-E
Sample490	HC-A
Sample491	HC-A
Sample492	PCOS-A
Sample493	PCOS-A
Sample494	PCOS-A
Sample495	PCOS-A
Sample496	PCOS-A
Sample497	PCOS-A
Sample498	PCOS-A
Sample499	PCOS-A
Sample5	PCOS-E
Sample50	HC-E
Sample500	PCOS-A
Sample501	PCOS-A
Sample502	PCOS-A
Sample503	PCOS-A
Sample504	PCOS-A
Sample505	PCOS-A
Sample506	PCOS-A
Sample507	PCOS-A
Sample508	PCOS-A
Sample509	PCOS-A
Sample51	PCOS-E
Sample510	PCOS-A
Sample511	PCOS-A
Sample512	PCOS-A
Sample513	PCOS-A
Sample514	PCOS-A
Sample515	PCOS-A
Sample516	PCOS-A
Sample517	PCOS-A
Sample518	PCOS-A
Sample519	PCOS-A
Sample52	HC-E
Sample520	PCOS-A
Sample521	PCOS-A
Sample522	PCOS-A
Sample523	PCOS-A
Sample524	PCOS-A
Sample525	HC-A
Sample526	HC-A
Sample527	HC-A
Sample528	HC-A
Sample529	HC-A
Sample53	HC-E
Sample530	HC-A
Sample531	HC-A
Sample532	HC-A
Sample533	HC-A
Sample534	HC-A
Sample535	PCOS-A
Sample536	HC-A
Sample537	HC-A
Sample538	HC-A
Sample539	HC-A
Sample54	HC-E
Sample540	HC-A
Sample541	HC-A
Sample542	HC-A
Sample543	HC-A
Sample544	HC-A
Sample545	HC-A
Sample546	PCOS-A
Sample547	PCOS-A
Sample548	PCOS-A
Sample549	PCOS-A
Sample55	PCOS-E
Sample550	PCOS-A
Sample551	PCOS-A
Sample552	PCOS-A
Sample553	PCOS-A
Sample554	PCOS-E
Sample555	PCOS-E
Sample556	PCOS-E
Sample557	PCOS-E
Sample558	PCOS-E
Sample559	PCOS-E
Sample56	HC-E
Sample560	PCOS-E
Sample561	PCOS-E
Sample562	HC-E
Sample563	PCOS-E
Sample564	PCOS-E
Sample565	PCOS-E
Sample566	PCOS-E
Sample567	PCOS-E
Sample568	HC-E
Sample569	PCOS-E
Sample57	HC-E
Sample570	HC-E
Sample571	PCOS-E
Sample572	PCOS-E
Sample573	HC-E
Sample574	PCOS-E
Sample575	HC-E
Sample576	PCOS-E
Sample577	HC-E
Sample578	PCOS-E
Sample579	PCOS-E
Sample58	HC-E
Sample580	PCOS-E
Sample581	PCOS-E
Sample582	PCOS-E
Sample583	HC-E
Sample584	PCOS-E
Sample585	HC-E
Sample586	PCOS-E
Sample587	PCOS-E
Sample588	HC-E
Sample589	HC-E
Sample59	HC-E
Sample590	PCOS-E
Sample591	PCOS-E
Sample592	PCOS-E
Sample593	PCOS-E
Sample594	HC-E
Sample595	PCOS-E
Sample596	HC-E
Sample597	PCOS-E
Sample598	PCOS-E
Sample599	PCOS-E
Sample6	PCOS-E
Sample60	PCOS-E
Sample600	PCOS-E
Sample601	PCOS-E
Sample602	PCOS-E
Sample603	PCOS-E
Sample604	PCOS-E
Sample605	HC-E
Sample606	PCOS-E
Sample607	HC-E
Sample608	HC-E
Sample609	PCOS-E
Sample61	HC-E
Sample610	HC-E
Sample611	PCOS-E
Sample612	HC-E
Sample613	PCOS-E
Sample614	PCOS-E
Sample615	HC-E
Sample616	HC-E
Sample617	HC-E
Sample618	HC-E
Sample619	HC-E
Sample62	HC-E
Sample620	HC-E
Sample621	HC-E
Sample622	HC-E
Sample623	HC-E
Sample624	HC-E
Sample625	HC-E
Sample626	HC-E
Sample627	HC-E
Sample628	HC-E
Sample629	HC-E
Sample63	HC-E
Sample630	HC-E
Sample631	HC-E
Sample632	HC-E
Sample633	PCOS-E
Sample634	HC-E
Sample635	HC-E
Sample636	HC-E
Sample637	HC-E
Sample638	HC-E
Sample639	HC-E
