name	group
Sample891	PCOS
Sample892	PCOS
Sample893	PCOS
Sample894	PCOS
Sample895	PCOS
Sample896	PCOS
Sample897	PCOS
Sample898	PCOS
Sample899	HC
Sample9	HC
Sample90	HC
Sample900	PCOS
Sample901	PCOS
Sample902	PCOS
Sample903	PCOS
Sample904	PCOS
Sample905	PCOS
Sample906	PCOS
Sample907	PCOS
Sample908	PCOS
Sample909	PCOS
Sample91	HC
Sample910	HC
Sample911	PCOS
Sample912	PCOS
Sample913	PCOS
Sample914	PCOS
Sample915	PCOS
Sample916	PCOS
Sample917	PCOS
Sample918	PCOS
Sample919	PCOS
Sample92	HC
Sample920	PCOS
Sample921	HC
Sample922	PCOS
Sample923	PCOS
Sample924	PCOS
Sample925	PCOS
Sample926	PCOS
Sample927	PCOS
Sample928	PCOS
Sample929	PCOS
Sample93	PCOS
Sample930	PCOS
Sample931	PCOS
Sample932	HC
Sample933	PCOS
Sample934	PCOS
Sample935	PCOS
Sample936	PCOS
Sample937	PCOS
Sample938	PCOS
Sample939	PCOS
Sample94	PCOS
Sample940	PCOS
Sample941	PCOS
Sample942	PCOS
Sample943	HC
Sample944	PCOS
Sample945	PCOS
Sample946	PCOS
Sample947	PCOS
Sample948	PCOS
Sample949	PCOS
Sample95	PCOS
Sample950	PCOS
Sample951	PCOS
Sample952	PCOS
Sample953	PCOS
Sample954	HC
Sample955	PCOS
Sample956	PCOS
Sample957	HC
Sample958	HC
Sample959	HC
Sample96	HC
Sample960	HC
Sample961	HC
Sample962	HC
Sample963	HC
Sample964	HC
Sample965	HC
Sample966	HC
Sample967	HC
Sample968	HC
Sample969	HC
Sample97	HC
Sample970	HC
Sample971	HC
Sample972	HC
Sample973	HC
Sample974	HC
Sample975	HC
Sample976	HC
Sample977	HC
Sample978	HC
Sample979	HC
Sample98	PCOS
Sample980	HC
Sample981	PCOS
Sample982	PCOS
Sample983	PCOS
Sample984	PCOS
Sample985	PCOS
Sample986	PCOS
Sample987	HC
Sample988	PCOS
Sample989	PCOS
Sample99	HC
Sample990	PCOS
Sample991	PCOS
Sample992	PCOS
Sample993	PCOS
Sample994	PCOS
Sample995	PCOS
Sample996	PCOS
Sample997	PCOS
Sample998	HC
Sample999	PCOS
